,Unnamed: 0,year,season,jp_title,en_title,img,Synonyms,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Genre,Theme
1122,68,2024,spring,Sazae-san,Mrs. Sazae,https://cdn.myanimelist.net/images/anime/1008/98996.jpg,,サザエさん,Mrs. Sazae,,,,TV,Unknown,Currently Airing,"Oct 5, 1969 to ?",Fall 1969,Sundays at 18,Fuji TV,"None found, add some",Eiken,4-koma manga,"ComedyComedy,         Slice of LifeSlice of Life",,,24 min.,G - All Ages,"6.141 (scored by 19331,933 users)
      


1
          indicates a weighted score.","#91842

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#7123,"8,790",39,,
1123,69,2024,spring,Wonderful Precure!,,https://cdn.myanimelist.net/images/anime/1852/140786.jpg,,わんだふるぷりきゅあ!,Wonderful Precure!,,,,TV,50,Finished Airing,"Feb 4, 2024 to Jan 26, 2025",Winter 2024,Sundays at 08,ABC Animation,"None found, add some",Toei Animation,Original,,,,23 min. per ep.,G - All Ages,"7.581 (scored by 21012,101 users)
      


1
          indicates a weighted score.","#16592

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#7461,"7,768",93,ActionAction,Mahou ShoujoMahou Shoujo
1124,70,2024,spring,Chibi Maruko-chan (1995),Little Miss Maruko,https://cdn.myanimelist.net/images/anime/1108/100604.jpg,Maruko-chan,ちびまる子ちゃん,Little Miss Maruko,,Chibi Maruko-chan,,TV,Unknown,Currently Airing,"Jan 8, 1995 to ?",Winter 1995,Sundays at 18,"Ajia-do,       Fuji TV,       Sakura Production","None found, add some",Nippon Animation,Manga,,,ShoujoShoujo,23 min.,G - All Ages,"7.341 (scored by 21732,173 users)
      


1
          indicates a weighted score.","#26382

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#7914,"6,749",61,ComedyComedy,SchoolSchool
1125,71,2024,spring,Yu☆Gi☆Oh! Go Rush!!,,https://cdn.myanimelist.net/images/anime/1690/140394.jpg,Yuu Gi Ou,遊☆戯☆王ゴーラッシュ!!,,,,,TV,Unknown,Currently Airing,"Apr 3, 2022 to ?",Spring 2022,Sundays at 07,"TV Tokyo,       Konami,       Shueisha","None found, add some",Bridge,Card game,"ActionAction,         FantasyFantasy",,,24 min.,PG-13 - Teens 13 or older,"5.661 (scored by 11391,139 users)
      


1
          indicates a weighted score.","#115862

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#7920,"6,744",52,,Strategy GameStrategy Game
1126,72,2024,spring,Tousouchuu: Great Mission,Run For Money: The Great Mission,https://cdn.myanimelist.net/images/anime/1482/141904.jpg,,逃走中 グレートミッション,Run For Money,,,,TV,Unknown,Currently Airing,"Apr 2, 2023 to ?",Spring 2023,Sundays at 09,"Yomiko Advertising,       Fuji TV","None found, add some",Toei Animation,Other,"Sci-FiSci-Fi,         SuspenseSuspense",,,23 min.,PG-13 - Teens 13 or older,"5.651 (scored by 773773 users)
      


1
          indicates a weighted score.","#115922

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#8219,"6,108",27,,High Stakes GameHigh Stakes Game
1127,73,2024,spring,Chiikawa,,https://cdn.myanimelist.net/images/anime/1783/121944.jpg,,ちいかわ,,,,,TV,Unknown,Currently Airing,"Apr 4, 2022 to ?",Spring 2022,Fridays at 07,"None found, add some",Sentai Filmworks,Doga Kobo,Web manga,,,SeinenSeinen,1 min.,G - All Ages,"7.591 (scored by 14911,491 users)
      


1
          indicates a weighted score.","#16012

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#8303,"5,986",138,ComedyComedy,
1128,74,2024,spring,Bonobono (TV 2016),Bono Bono,https://cdn.myanimelist.net/images/anime/13/77617.jpg,,ぼのぼの,Bono Bono,Bono Bono,Bono Bono,Bono Bono,TV,Unknown,Currently Airing,"Apr 2, 2016 to ?",Spring 2016,Saturdays at 04,"Fuji TV,       Glovision","None found, add some",Eiken,4-koma manga,"ComedyComedy,         Slice of LifeSlice of Life",,,5 min.,G - All Ages,"6.371 (scored by 759759 users)
      


1
          indicates a weighted score.","#78902

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#10226,"3,275",19,,AnthropomorphicAnthropomorphic
1129,75,2024,spring,Ninjala (TV),,https://cdn.myanimelist.net/images/anime/1552/119871.jpg,,ニンジャラ,,,,,TV,Unknown,Currently Airing,"Jan 8, 2022 to ?",Winter 2022,Saturdays at 07,TV Tokyo,Sentai Filmworks,OLM,Game,,,,23 min.,PG - Children,"5.571 (scored by 424424 users)
      


1
          indicates a weighted score.","#119012

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#10490,"3,039",24,ActionAction,
1130,76,2024,spring,Shikaru Neko,,https://cdn.myanimelist.net/images/anime/1008/113384.jpg,,しかるねこ,,,,,TV,Unknown,Currently Airing,"Mar 22, 2021 to ?",Spring 2021,Unknown,"None found, add some","None found, add some","None found, add some",Manga,,,,30 sec.,G - All Ages,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#141882

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#11244,"2,432",17,Slice of LifeSlice of Life,
1131,77,2024,spring,Kamiusagi Rope: Warau Asa ni wa Fukuraitaru tte Maji ssuka!?,,https://cdn.myanimelist.net/images/anime/6/72182.jpg,Kamiusagi Rope 4,紙兎ロペ 〜笑う朝には福来たるってマジっすか!?,,,,,TV,Unknown,Currently Airing,"Nov 16, 2012 to ?",Fall 2012,Not scheduled once per week,"None found, add some","None found, add some","None found, add some",Original,"ComedyComedy,         Slice of LifeSlice of Life",,,2 min.,G - All Ages,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#167992

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#13282,"1,294",0,,
1132,78,2024,spring,Shiawase Haitatsu Taneko,,https://cdn.myanimelist.net/images/anime/2/28900.jpg,,しあわせ配達おみくじタネコ,,,,,TV,Unknown,Currently Airing,"Mar 26, 2011 to ?",Spring 2011,Not scheduled once per week,"None found, add some","None found, add some",Kachidoki Studio,Original,,,,Unknown,,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#141752

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#14312,980,4,ComedyComedy,
1133,79,2024,spring,Manul no Yuube,,https://cdn.myanimelist.net/images/anime/1980/96936.jpg,,マヌ～ルのゆうべ,,,,,TV,Unknown,Currently Airing,"Nov 11, 2018 to ?",Fall 2018,Sundays at Unknown,NHK,"None found, add some","None found, add some",Web manga,,,,1 min.,PG-13 - Teens 13 or older,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#175272

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#15779,654,1,Slice of LifeSlice of Life,
1134,80,2024,spring,Shin Nippon History,,https://cdn.myanimelist.net/images/anime/1433/134811.jpg,Shin Nippon History,新ニッポンヒストリー,,,,,TV,Unknown,Currently Airing,"Jan 6, 2020 to ?",Winter 2020,Mondays at 01,"None found, add some","None found, add some","None found, add some",Original,,,,23 min.,G - All Ages,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#142302

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#18533,377,0,ComedyComedy,HistoricalHistorical
1135,81,2024,spring,Shuwawan!,,https://cdn.myanimelist.net/images/anime/1129/140004.jpg,,しゅわわん!,,,,,TV,Unknown,Currently Airing,"Mar 22, 2023 to ?",Spring 2023,Not scheduled once per week,NHK,"None found, add some",KOO-KI,Original,,,,5 min.,G - All Ages,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#143702

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#19606,304,0,Slice of LifeSlice of Life,ChildcareChildcare
1136,82,2024,spring,Xin Xiyou Lixian Ji,,https://cdn.myanimelist.net/images/anime/1193/142344.jpg,,新西游历险记,,,,,TV,52,Currently Airing,"Jan 19, 2024 to ?",Winter 2024,Unknown,"None found, add some","None found, add some","None found, add some",Original,"ActionAction,         AdventureAdventure,         FantasyFantasy",,,14 min. per ep.,PG-13 - Teens 13 or older,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#157552

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#20328,265,0,,Martial ArtsMartial Arts
1137,83,2024,spring,Youkoso Ninchishou Sekai e,,https://cdn.myanimelist.net/images/anime/1573/142457.jpg,,ようこそ認知症世界へ,,,,,TV,Unknown,Currently Airing,"Aug 14, 2022 to ?",Summer 2022,Unknown,NHK,"None found, add some","None found, add some",Original,"AdventureAdventure,         Slice of LifeSlice of Life",,,5 min.,G - All Ages,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#160982

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#20734,242,0,,EducationalEducational
1138,84,2024,spring,Dinoster: Gonglyongsuhodae 2nd Season,Dinoster 2nd Season,https://cdn.myanimelist.net/images/anime/1368/143290.jpg,,다이노스터,Dinoster 2nd Season,,,,TV,26,Finished Airing,"Feb 26, 2024 to May 21, 2024",Winter 2024,Unknown,Alpha Group,"None found, add some","None found, add some",Original,"ActionAction,         ComedyComedy,         Sci-FiSci-Fi",,,12 min. per ep.,G - All Ages,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#202692

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#22096,169,1,,MechaMecha
1139,0,2024,summer,[Oshi no Ko] 2nd Season,[Oshi No Ko] Season 2,https://cdn.myanimelist.net/images/anime/1006/143302.jpg,My Star Season 2,【推しの子】第2期,[Oshi No Ko] Season 2,,,,TV,13,Finished Airing,"Jul 3, 2024 to Oct 6, 2024",Summer 2024,Wednesdays at 23,"Delfi Sound,       Shueisha,       CyberAgent,       Kadokawa",Sentai Filmworks,Doga Kobo,Manga,,"ReincarnationReincarnation,         ShowbizShowbiz",SeinenSeinen,25 min. per ep.,PG-13 - Teens 13 or older,"8.591 (scored by 182119182,119 users)
      


1
          indicates a weighted score.","#1042

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#587,"417,865","5,509",DramaDrama,
1140,1,2024,summer,Tokidoki Bosotto Russia-go de Dereru Tonari no Alya-san,Alya Sometimes Hides Her Feelings in Russian,https://cdn.myanimelist.net/images/anime/1825/142258.jpg,"Roshidere, Alya-san, who sits besides me and sometimes murmurs affectionately in Russian., Arya Next Door Sometimes Lapses into Russian",時々ボソッとロシア語でデレる隣のアーリャさん,Alya Sometimes Hides Her Feelings in Russian,,,,TV,12,Finished Airing,"Jul 3, 2024 to Sep 18, 2024",Summer 2024,Wednesdays at 23,"Sega,       Delfi Sound,       Kadokawa","None found, add some",Doga Kobo,Light novel,"ComedyComedy,         RomanceRomance",,,24 min. per ep.,PG-13 - Teens 13 or older,"7.601 (scored by 197203197,203 users)
      


1
          indicates a weighted score.","#15732

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#633,"393,855","4,925",,SchoolSchool
1141,2,2024,summer,Tsue to Tsurugi no Wistoria,Wistoria: Wand and Sword,https://cdn.myanimelist.net/images/anime/1281/144104.jpg,Wistoria's Wand and Sword,杖と剣のウィストリア,Wistoria,,,,TV,12,Finished Airing,"Jul 7, 2024 to Sep 29, 2024",Summer 2024,Sundays at 16,"Lantis,       TBS,       Kodansha,       Crunchyroll,       Jinnan Studio,       Bandai Namco Filmworks,       Bandai Namco Music Live","None found, add some","Actas,       Bandai Namco Pictures",Manga,"ActionAction,         AdventureAdventure,         FantasyFantasy",,ShounenShounen,23 min. per ep.,PG-13 - Teens 13 or older,"7.891 (scored by 144797144,797 users)
      


1
          indicates a weighted score.","#8422

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#915,"280,945","1,565",,SchoolSchool
1142,3,2024,summer,Kami no Tou: Ouji no Kikan,Tower of God Season 2: Return of the Prince,https://cdn.myanimelist.net/images/anime/1218/143537.jpg,"Sin-ui Tap, 신의 탑, Tower of God",神之塔 -Tower of God- 王子の帰還,Tower of God Season 2,,,,TV,13,Finished Airing,"Jul 7, 2024 to Sep 29, 2024",Summer 2024,Sundays at 23,"Crunchyroll,       Sola Entertainment,       Bandai Namco Filmworks,       Line Digital Frontier","None found, add some",The Answer Studio,Web manga,"ActionAction,         AdventureAdventure,         DramaDrama,         FantasyFantasy,         MysteryMystery",,,23 min. per ep.,PG-13 - Teens 13 or older,"6.691 (scored by 8856088,560 users)
      


1
          indicates a weighted score.","#59822

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#1026,"253,185","1,269",,
1143,4,2024,summer,Make Heroine ga Oosugiru!,Makeine: Too Many Losing Heroines!,https://cdn.myanimelist.net/images/anime/1332/143513.jpg,Makeine,負けヒロインが多すぎる！,Makeine,,,,TV,12,Finished Airing,"Jul 14, 2024 to Sep 29, 2024",Summer 2024,Sundays at 00,"Aniplex,       Yomiuri Telecasting,       Tokyo MX,       Good Smile Company,       BS11,       Contents Seed,       INSPION Edge,       JR Tokai Agency","None found, add some",A-1 Pictures,Light novel,"ComedyComedy,         RomanceRomance",,,24 min. per ep.,PG-13 - Teens 13 or older,"8.151 (scored by 127134127,134 users)
      


1
          indicates a weighted score.","#4582

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#1027,"252,651","2,750",,SchoolSchool
1144,5,2024,summer,Shikanoko Nokonoko Koshitantan,My Deer Friend Nokotan,https://cdn.myanimelist.net/images/anime/1084/144617.jpg,,しかのこのこのここしたんたん,My Deer Friend Nokotan,,,,TV,12,Finished Airing,"Jul 7, 2024 to Sep 22, 2024",Summer 2024,Sundays at 23,"Dentsu,       Twin Engine","None found, add some",Wit Studio,Manga,,"Gag HumorGag Humor,         SchoolSchool",ShounenShounen,23 min. per ep.,PG-13 - Teens 13 or older,"7.021 (scored by 9330693,306 users)
      


1
          indicates a weighted score.","#43012

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#1077,"240,525","1,610",ComedyComedy,
1145,6,2024,summer,Isekai Shikkaku,No Longer Allowed in Another World,https://cdn.myanimelist.net/images/anime/1252/143457.jpg,No Longer Human...In Another World,異世界失格,No Longer Allowed in Another World,,,,TV,12,Finished Airing,"Jul 9, 2024 to Sep 24, 2024",Summer 2024,Tuesdays at 23,"Movic,       AT-X,       Magic Capsule,       BS11,       Kadokawa","None found, add some",Atelier Pontdarc,Web manga,"AdventureAdventure,         ComedyComedy,         FantasyFantasy","IsekaiIsekai,         ParodyParody",,23 min. per ep.,PG-13 - Teens 13 or older,"7.281 (scored by 7716777,167 users)
      


1
          indicates a weighted score.","#29482

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#1317,"194,509",771,,
1146,7,2024,summer,"Hazurewaku no ""Joutai Ijou Skill"" de Saikyou ni Natta Ore ga Subete wo Juurin suru made",Failure Frame: I Became the Strongest and Annihilated Everything With Low-Level Spells,https://cdn.myanimelist.net/images/anime/1914/143630.jpg,"I became the strongest with the failure frame ""Abnormal State Skill"" as I devastated everything, Failure Frame",ハズレ枠の【状態異常スキル】で最強になった俺がすべてを蹂躙するまで,Failure Frame,,,,TV,12,Finished Airing,"Jul 5, 2024 to Sep 27, 2024",Summer 2024,Fridays at 00,"Pierrot,       Pony Canyon,       TBS,       DAX Production,       Docomo Anime Store,       BS11,       Overlap,       Nichion,       MAGNET","None found, add some",Seven Arcs,Light novel,"ActionAction,         AdventureAdventure,         FantasyFantasy",,,24 min. per ep.,PG-13 - Teens 13 or older,"6.481 (scored by 8898188,981 users)
      


1
          indicates a weighted score.","#71942

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#1397,"181,621",720,,IsekaiIsekai
1147,8,2024,summer,Gimai Seikatsu,Days with My Stepsister,https://cdn.myanimelist.net/images/anime/1420/143707.jpg,,義妹生活,Days with My Stepsister,,,,TV,12,Finished Airing,"Jul 4, 2024 to Sep 19, 2024",Summer 2024,Thursdays at 21,"Movic,       AT-X,       Nippon Columbia,       Kansai Telecasting,       Kadokawa,       Pia,       100studio,       One Cushion","None found, add some",Studio Deen,Light novel,,,,23 min. per ep.,PG-13 - Teens 13 or older,"7.351 (scored by 7061570,615 users)
      


1
          indicates a weighted score.","#25712

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#1418,"177,001","1,391",RomanceRomance,
